id,name,salary,promotion,phonenumber,datausage,subdistrict,data,call,call usage,age,date,Net Over limit,Call Over limit,STATUS
22952,Kaelyn Nolan I,50000,590,839272470,21,บางกรวย,20,200,137,58,20/11/2018 03:44,1,0,OK
22953,Celestino Rodriguez,15000,390,833722827,17,บ้านเดื่อ,10,100,78,18,6/3/2018 16:02,7,0,OK
22954,Wilma Goldner,25000,590,839629050,12,กลัดหลวง,20,200,65,36,7/8/2018 03:56,0,0,OK
22955,Alia Goyette DDS,25000,890,878038101,35,ไก่คำ,30,300,224,38,17/5/2018 07:54,5,0,OK
22956,Dayne Stoltenberg,25000,390,848859594,13,หนองทอง,10,100,640,49,15/4/2018 14:04,3,540,OK
22957,Luigi Dare,50000,890,817861153,31,ไผ่หูช้าง,30,300,137,56,15/8/2018 14:48,1,0,OK
22958,Mr. Dee Price,25000,590,888412865,18,พระพุทธ,20,200,124,46,23/9/2018 06:47,0,0,TX
22959,Mrs. Cassidy O'Kon,30000,590,823636088,41,เสม็ดเหนือ,20,200,739,54,11/1/2019 15:48,21,539,TX
22960,Iliana Goodwin I,25000,890,825869097,8,หนองโรง,30,300,39,38,26/1/2019 18:23,0,0,OK
22961,Otho Morissette,15000,390,859339734,14,บ้านต้อน,10,100,373,21,3/11/2018 23:00,4,273,TX
22962,Christina Kuvalis,12000,390,894741889,29,ท่าตูม,10,100,346,26,19/1/2019 20:12,19,246,TX
22963,Mr. Conor Lindgren,30000,590,851310017,39,ละหานปลาค้าว,20,200,628,55,12/8/2018 14:15,19,428,OK
22964,Miss Kailyn Prohaska,20000,390,835065132,21,หนองแซง,10,100,639,29,6/5/2018 22:15,11,539,OK
22965,Devin Koepp DDS,25000,890,854755312,32,เขาคีริส,30,300,465,51,24/10/2018 17:39,2,165,TX
22966,Leonard Hintz,25000,890,868675744,21,ทุ่งรวงทอง,30,300,516,57,29/5/2018 10:47,0,216,OK
22967,Hillard Johnson,25000,1090,855537763,27,หัวถนน,50,500,763,45,19/9/2018 18:22,0,263,TX
22968,Russ Schuppe,20000,590,872761458,11,ลือ,20,200,344,16,27/3/2018 13:00,0,144,TX
22969,Jettie Romaguera Sr.,25000,890,838898956,15,หนองบัวโคก,30,300,175,35,9/3/2018 14:14,0,0,TX
22970,Derick Wiza,20000,1090,890009077,27,ทุ่งงาม,50,500,587,52,19/6/2018 00:06,0,87,OK
22971,Dasia Osinski,25000,390,867062742,25,แม่สลองนอก,10,100,268,55,6/5/2018 05:57,15,168,TX
22972,Annie Goodwin,20000,890,845961351,2,จำปา,30,300,95,48,5/6/2018 21:15,0,0,OK
22973,Michelle Kling,18000,1090,815841589,25,หนองบัว,50,500,109,22,19/12/2018 00:45,0,0,TX
22974,Ms. Helga Lueilwitz I,50000,890,844058418,32,เกาะลันตาน้อย,30,300,647,59,7/11/2018 05:06,2,347,OK
22975,Eleonore Wehner,18000,390,871099728,42,สำโรงตาเจ็น,10,100,614,23,13/2/2018 10:26,32,514,OK
22976,Xavier O'Hara PhD,15000,1090,883075935,49,พุขาม,50,500,426,20,11/10/2018 01:50,0,0,OK
22977,Armando Gusikowski,12000,1090,897704059,11,ละลมใหม่พัฒนา,50,500,726,26,13/4/2018 23:30,0,226,TA
22978,Mr. Andres Roob,25000,390,810364991,23,โคกสะบ้า,10,100,135,48,11/10/2018 00:48,13,35,TX
22979,Curt Rippin,20000,390,849630714,48,ศาลเจ้าไก่ต่อ,10,100,676,56,29/7/2018 22:21,38,576,TX
22980,Keenan Hauck,50000,1090,829192110,23,แหลมสัก,50,500,655,38,9/6/2018 23:35,0,155,TX
22981,Mrs. Stacey Conn,12000,1090,853668083,29,ดู่,50,500,10,15,1/1/2019 16:28,0,0,OK
22982,Velva Macejkovic,20000,890,866037610,49,บางปอ,30,300,394,16,29/7/2018 03:47,19,94,OK
22983,Ottis Jerde,20000,590,860889678,11,เกาะสาหร่าย,20,200,182,40,12/9/2018 14:41,0,0,TX
22984,Ashton Keebler,25000,890,820386056,17,หนองสะโน,30,300,7,34,26/7/2018 03:49,0,0,TX
22985,Diana O'Hara,18000,390,867175210,4,เขาพระทอง,10,100,757,16,4/1/2019 23:15,0,657,TX
22986,Kiel Kirlin,20000,390,863526637,20,ห้วยยาง,10,100,668,53,16/3/2018 12:39,10,568,OK
22987,Margie Cartwright,25000,590,891987467,39,บ้านไผ่,20,200,398,37,9/11/2018 05:40,19,198,OK
22988,Walton Schmitt,15000,890,874784257,48,หนองไผ่,30,300,501,17,16/2/2018 01:48,18,201,OK
22989,Prof. Raegan Johnson II,25000,590,861024237,45,หนองบัวแดง,20,200,562,35,8/7/2018 00:11,25,362,OK
22990,Madilyn Harris,20000,390,828457119,40,คลองใหญ่,10,100,775,27,6/9/2018 11:08,30,675,TX
22991,Otho Kulas DDS,20000,890,872185818,29,คูขาด,30,300,91,33,11/11/2018 13:10,0,0,OK
22992,Richard Stamm,20000,590,874509401,26,สมสะอาด,20,200,364,42,20/6/2018 02:28,6,164,TX
22993,Jed Bruen,20000,390,843024084,40,บ้านควน,10,100,252,45,12/11/2018 12:08,30,152,OK
22994,Freddy Yundt,18000,890,897483978,16,หนองไขว่,30,300,386,23,21/8/2018 13:31,0,86,TX
22995,Annalise Anderson,12000,890,895737856,12,ดงแดง,30,300,548,20,7/8/2018 06:55,0,248,TX
22996,Jeff Corkery V,30000,590,846981354,25,บางสระเก้า,20,200,461,49,17/10/2018 04:55,5,261,TX
22997,Arjun Bogan,18000,890,848271430,19,คำไหล,30,300,444,25,25/3/2018 21:40,0,144,TX
22998,Reese Bednar Sr.,15000,1090,874719120,24,ปะหลาน,50,500,721,20,31/8/2018 16:26,0,221,OK
22999,Sister Crist,12000,390,893722357,18,บ่อสลี,10,100,325,19,3/4/2018 16:38,8,225,TX
23000,Rhea Weimann,50000,890,832427286,37,ทุ่งนารี,30,300,596,40,13/8/2018 02:38,7,296,TX
23001,Kennedi Becker,30000,890,813285870,33,กุดกว้าง,30,300,118,42,21/4/2018 16:42,3,0,TX
23002,Vida Larkin,20000,890,866924032,35,ยางฮอม,30,300,123,40,21/6/2018 01:46,5,0,TX
23003,Kari Turner,30000,390,867010973,38,บางศรีเมือง,10,100,264,60,20/6/2018 14:04,28,164,TX
23004,Mrs. Kaia Nolan Sr.,25000,1090,899946335,1,หนองหญ้าไซ,50,500,787,43,4/8/2018 09:44,0,287,OK
23005,Dr. Alverta Franecki,30000,890,852766966,6,หนองไผ่,30,300,19,43,5/8/2018 22:54,0,0,TX
23006,Webster King,25000,1090,848278949,24,หนองบัว,50,500,735,55,20/5/2018 07:43,0,235,TX
23007,Casimer Harris,25000,1090,867948979,35,หนองบัว,50,500,180,48,4/10/2018 12:21,0,0,TX
23008,Jada Harris Sr.,12000,1090,813237679,30,แม่แรง,50,500,236,23,18/11/2018 13:16,0,0,TX
23009,Ethyl Lockman,50000,590,879127322,16,ชุมพล,20,200,624,57,16/7/2018 06:29,0,424,TX
23010,Eve Bartoletti,30000,1090,811869642,11,ห้วยเตย,50,500,669,42,23/7/2018 23:41,0,169,OK
23011,Bernardo Hoeger,12000,590,847717756,14,คุระ,20,200,172,25,25/10/2018 04:51,0,0,TX
23012,Heidi Kerluke PhD,50000,890,883244219,27,เชิงชุม,30,300,556,57,29/6/2018 03:12,0,256,TX
23013,Loy Labadie I,30000,590,840187313,20,หนองปล้อง,20,200,714,32,2/1/2019 08:50,0,514,OK
23014,Mr. Diego Senger I,30000,1090,891266699,12,ห้วยขะยุง,50,500,780,42,8/3/2018 02:37,0,280,TX
23015,Rocio Hills MD,50000,390,859331368,2,ขวาว,10,100,20,40,27/11/2018 00:01,0,0,TX
23016,Prof. Isai Howe,15000,890,865134210,4,หนองกุง,30,300,79,26,30/8/2018 15:36,0,0,TX
23017,Fletcher Schowalter,20000,890,868350119,23,สี่เหลี่ยม,30,300,486,55,21/9/2018 06:44,0,186,TX
23018,Emmalee Boyer II,12000,1090,825316139,13,ชุมแสง,50,500,799,23,3/8/2018 18:28,0,299,TX
23019,Marie Predovic,15000,1090,846206676,36,คูบ,50,500,591,26,26/5/2018 14:38,0,91,TX
23020,Kamille Stiedemann,50000,390,861219683,27,นครปฐม,10,100,305,44,10/4/2018 17:39,17,205,OK
23021,Herta Gislason III,20000,1090,830846852,39,จอหอ,50,500,305,45,24/5/2018 21:04,0,0,TX
23022,Prof. Harry Gusikowski IV,20000,390,898404431,49,โปงทุ่ง,10,100,611,29,1/9/2018 16:38,39,511,OK
23023,Minnie Lynch DVM,15000,590,866944614,48,เนินแจง,20,200,232,24,6/5/2018 23:17,28,32,OK
23024,Sandrine Reichel MD,25000,590,868159950,31,หันห้วยทราย,20,200,428,49,7/7/2018 04:07,11,228,TX
23025,Lucie Keebler,25000,890,880048465,16,วัดโบสถ์,30,300,466,41,8/11/2018 23:58,0,166,OK
23026,Karley Rutherford III,30000,1090,879285304,32,นาแขม,50,500,595,49,25/7/2018 23:12,0,95,TX
23027,Ophelia Olson,25000,390,869959183,4,นาหนองทุ่ม,10,100,526,53,6/2/2019 17:30,0,426,OK
23028,Ms. Julia Considine DVM,25000,390,848958973,29,แดงหม้อ,10,100,369,55,22/4/2018 06:01,19,269,OK
23029,Mrs. Shirley Hettinger,20000,1090,873937078,28,แม่แวน,50,500,672,33,15/6/2018 08:12,0,172,OK
23030,Kira Stiedemann III,20000,390,868230815,48,ตลุกเทียม,10,100,726,57,24/8/2018 05:21,38,626,TA
23031,Helena Christiansen DVM,15000,1090,865663351,37,หนองเหล็ก,50,500,327,20,23/12/2018 18:55,0,0,OK
23032,Kaleb Ryan,18000,390,830889748,5,อ่างทอง,10,100,468,19,26/1/2019 09:26,0,368,TX
23033,Lilyan Smith,18000,390,857538360,42,จรัส,10,100,406,21,9/6/2018 23:40,32,306,TX
23034,Rodrigo Zboncak,25000,890,841692197,27,กรุงหยัน,30,300,183,38,10/5/2018 15:13,0,0,TX
23035,Miss Ashly Zemlak V,20000,390,861173546,41,ปากตะโก,10,100,785,33,14/10/2018 13:25,31,685,TX
23036,Eladio Kreiger IV,50000,1090,838294633,38,สระทอง,50,500,348,47,11/9/2018 01:00,0,0,TX
23037,Mrs. Antonette Nienow DVM,30000,590,823208398,20,ละหาน,20,200,383,35,26/6/2018 19:04,0,183,TX
23038,Mr. Roger Herman,25000,890,886659455,17,หนองไผ่แก้ว,30,300,81,31,3/6/2018 04:53,0,0,OK
23039,Johan Stamm Jr.,30000,590,833668917,43,คำม่วง,20,200,607,33,17/12/2018 03:50,23,407,OK
23040,Zoey Emard,12000,890,821871669,27,วัดตะกู,30,300,404,27,11/6/2018 21:33,0,104,OK
23041,Gabrielle Olson,30000,390,837038235,43,นาโบสถ์,10,100,680,47,20/9/2018 21:04,33,580,OK
23042,Dahlia Parker,50000,1090,842114514,23,สามตุ่ม,50,500,588,44,20/1/2019 20:23,0,88,TX
23043,Dr. Jamaal Greenholt MD,25000,590,817494680,21,ซาง,20,200,321,60,15/9/2018 21:40,1,121,TX
23044,Prof. Hobart Walter PhD,18000,590,814443465,4,บ้านหวด,20,200,714,20,28/2/2018 19:48,0,514,TX
23045,Prof. London Mohr,25000,390,872256698,4,เขานิเวศน์,10,100,605,56,15/3/2018 03:57,0,505,TX
23046,Sabina Parker,50000,890,857241671,14,หนองรี,30,300,629,48,29/4/2018 21:34,0,329,OK
23047,Johnathan Schiller,20000,890,828300854,26,บางแก้ว,30,300,279,48,17/3/2018 07:21,0,0,OK
23048,Modesto Mraz MD,20000,890,878937320,43,เกิ้ง,30,300,337,57,28/1/2019 15:49,13,37,OK
23049,Barton Daniel,18000,1090,875253165,46,หนองละลอก,50,500,450,15,31/7/2018 20:25,0,0,OK
23050,Jon Becker,50000,590,896072240,19,คอนสาร,20,200,63,32,28/10/2018 01:10,0,0,OK
23051,Juvenal Boyer,15000,590,862782531,50,ดอนสัก,20,200,612,26,16/9/2018 23:20,30,412,TX
23052,Camille Kertzmann,50000,390,865968371,2,งิ้วด่อน,10,100,667,38,20/10/2018 21:40,0,567,TX
23053,Helena McLaughlin III,20000,390,848261180,16,ทุ่งคล้า,10,100,63,39,7/9/2018 00:32,6,0,OK
23054,Prof. Adolph Fadel PhD,20000,890,854587956,9,บ้านลี่,30,300,277,24,14/11/2018 17:21,0,0,OK
23055,Estell Bernier,12000,890,860578277,49,ตะคุ,30,300,543,28,28/4/2018 06:23,19,243,TX
23056,Donald Brekke,18000,1090,825165691,36,หนองข่า,50,500,670,16,24/12/2018 13:29,0,170,OK
23057,Kassandra Barton Jr.,20000,390,812654890,32,ท่าข้าม,10,100,563,23,4/10/2018 04:47,22,463,OK
23058,Briana Grimes III,25000,590,841230058,23,ศรีสุข,20,200,695,48,3/3/2018 13:59,3,495,TX
23059,Mr. Fern Jacobi,25000,1090,871448997,18,ในเวียง,50,500,679,55,3/7/2018 21:51,0,179,OK
23060,Prof. Adalberto Ebert III,18000,390,842330284,44,กฤษณา,10,100,273,27,5/7/2018 13:46,34,173,OK
23061,Abraham Streich,20000,390,837538553,35,ทุ่งฮั้ว,10,100,699,34,18/8/2018 18:44,25,599,OK
23062,Leilani Kassulke V,25000,890,834985070,5,โนนหอม,30,300,394,52,12/7/2018 11:00,0,94,TX
23063,Dr. Electa Olson,50000,1090,828894162,31,สร้างคอม,50,500,193,33,16/2/2018 17:32,0,0,OK
23064,Rossie Price,20000,890,831624922,10,โพรงมะเดื่อ,30,300,598,60,12/2/2018 23:22,0,298,OK
23065,Miss Kiana Leuschke IV,12000,1090,829287199,43,วังธง,50,500,364,18,16/12/2018 01:22,0,0,TX
23066,Kaleb Schmeler,50000,890,816555196,50,บึงสามพัน,30,300,99,42,9/6/2018 16:20,20,0,TX
23067,Estel Powlowski,30000,590,827096430,5,ทุ่งนนทรี,20,200,36,49,18/11/2018 16:40,0,0,OK
23068,Dr. Hulda Rice IV,20000,890,848885779,42,คลองอู่ตะเภา,30,300,680,40,23/6/2018 20:28,12,380,OK
23069,Madisyn Rodriguez,18000,390,850245119,47,ลิปะสะโง,10,100,710,27,1/6/2018 08:21,37,610,TX
23070,Libby McClure MD,20000,890,864988312,16,หนองแก้ว,30,300,303,49,4/8/2018 18:27,0,3,TX
23071,Christian Lemke I,30000,890,852183411,23,แม่ระมาด,30,300,444,38,8/4/2018 01:47,0,144,OK
23072,Tony Collier,18000,590,892473139,33,โพธิ์ชัย,20,200,15,22,7/7/2018 08:36,13,0,OK
23073,Shanelle Kshlerin,30000,590,899406553,34,หัวนาคำ,20,200,236,34,2/1/2019 02:47,14,36,TA
23074,Brooke Senger PhD,50000,890,879905687,6,ท่าชะมวง,30,300,379,34,27/3/2018 21:21,0,79,TX
23075,Fatima Hane,50000,890,878132800,4,โนนสมบูรณ์,30,300,233,43,22/1/2019 13:02,0,0,OK
23076,Mr. Jeramy Bogan I,25000,390,869103504,38,ธรรมามูล,10,100,324,49,3/2/2019 13:00,28,224,TX
23077,Harmony Douglas,20000,1090,826553022,4,บึง,50,500,244,46,12/2/2018 18:01,0,0,OK
23078,Brook Strosin,20000,890,860062576,26,ยุโป,30,300,191,36,26/11/2018 01:51,0,0,TX
23079,Margarete Hegmann,12000,590,811260457,50,โนนยอ,20,200,451,24,22/7/2018 04:45,30,251,OK
23080,Amara McKenzie,50000,890,868539939,9,นาวัง,30,300,554,55,15/6/2018 07:54,0,254,OK
23081,Fanny Ledner,18000,890,878595060,40,ดงครั่งน้อย,30,300,607,22,4/11/2018 21:15,10,307,OK
23082,Mrs. Savanah Gorczany DDS,50000,1090,815346249,46,เชียงเพ็ง,50,500,627,50,6/1/2019 12:23,0,127,OK
23083,Prof. Willis Bednar,20000,1090,833190935,28,ทุ่งฝน,50,500,447,26,22/3/2018 00:04,0,0,TX
23084,Harrison Hackett I,25000,390,820693543,43,บ้านนา,10,100,537,53,19/10/2018 22:27,33,437,TX
23085,Kellie Moore,50000,890,839768598,3,บางพลับ,30,300,569,59,1/6/2018 05:53,0,269,TX
23086,Hadley Wilderman,30000,890,840001283,5,ทางขวาง,30,300,67,32,1/2/2019 11:03,0,0,TX
23087,Mr. Giles Purdy,30000,390,878704785,33,เนินปอ,10,100,547,45,25/9/2018 00:25,23,447,TX
23088,Breana Thiel,20000,390,870239147,16,โพนยาง,10,100,86,27,14/1/2019 19:36,6,0,OK
23089,Sasha Hermiston,20000,890,878359837,38,ทุ่งตำเสา,30,300,271,45,10/7/2018 03:35,8,0,TX
23090,Lee Weimann V,30000,1090,868249169,49,เกาะลันตาใหญ่,50,500,420,49,25/7/2018 19:35,0,0,OK
23091,Olga Wolff,25000,390,869342030,4,นาสะอาด,10,100,294,44,1/5/2018 11:31,0,194,TX
23092,Dorothy Mann,50000,890,860964225,49,ผาสุก,30,300,528,50,6/9/2018 10:12,19,228,TX
23093,Jaylen Daugherty II,50000,590,887995912,47,บ้านตาด,20,200,379,54,6/5/2018 18:16,27,179,TX
23094,Leila Kub,30000,390,865992548,20,หนองตะพาน,10,100,288,34,15/11/2018 00:46,10,188,TX
23095,Nona McLaughlin MD,20000,590,870432323,11,บ้านขาว,20,200,144,31,10/10/2018 19:57,0,0,TX
23096,Davon Schoen PhD,25000,1090,876589326,25,สะพานไทย,50,500,660,59,13/3/2018 01:34,0,160,OK
23097,Monty Hermann,18000,590,837128136,40,บ้านบุ่ง,20,200,309,28,4/2/2019 20:07,20,109,OK
23098,Raphaelle Gleichner,30000,890,848391026,17,บ้านหัน,30,300,277,40,26/6/2018 05:37,0,0,TX
23099,Aurelio Maggio PhD,20000,590,874296596,21,โพนทอง,20,200,419,48,14/8/2018 09:05,1,219,TX
23100,Mr. Lamar Aufderhar,18000,1090,815730405,12,บัวทอง,50,500,235,24,28/7/2018 18:39,0,0,TX
23101,Zander Donnelly,20000,590,871766552,6,ดงดำ,20,200,563,54,12/4/2018 23:26,0,363,OK
23102,Ashley Bosco,50000,890,843923645,24,ดอนแก้ว,30,300,221,38,16/3/2018 09:56,0,0,TA
23103,Prof. Bobby Dooley,50000,590,891944525,39,นาหว้า,20,200,362,48,31/5/2018 17:15,19,162,OK
23104,Susanna Abbott,20000,1090,859711404,45,โพธิ์เอน,50,500,15,42,11/6/2018 20:13,0,0,TX
23105,Ila McDermott III,15000,1090,812783288,29,คลองประสงค์,50,500,194,22,21/2/2018 19:54,0,0,TX
23106,Mr. Olaf Wuckert IV,12000,890,830453634,44,หนองแสน,30,300,583,21,14/12/2018 07:59,14,283,OK
23107,Rodger Green,12000,890,813560819,48,เกาะเปาะ,30,300,639,24,12/3/2018 16:41,18,339,TX
23108,Dr. Francisco Larson,12000,390,814075798,48,เลาขวัญ,10,100,573,20,10/3/2018 20:23,38,473,TX
23109,Audra Klocko,20000,890,830975169,2,ป่างิ้ว,30,300,751,17,28/12/2018 21:03,0,451,TX
23110,Mrs. Allene Ortiz V,25000,1090,843488809,45,หนองหลวง,50,500,545,56,11/3/2018 16:16,0,45,OK
23111,Dr. Jasper Rice,18000,890,834622013,45,แวงดง,30,300,257,17,30/4/2018 16:15,15,0,OK
23112,Kaylee Schulist,20000,890,851933933,47,ป่าลาน,30,300,170,50,11/4/2018 20:44,17,0,OK
23113,Keenan Gleason,30000,390,897192032,7,บ้านสวน,10,100,397,51,9/5/2018 17:18,0,297,OK
23114,Kristopher Cummerata,15000,1090,818405984,25,คำเจริญ,50,500,449,26,10/3/2018 11:47,0,0,OK
23115,Mrs. Cathryn Batz,25000,1090,880352820,48,เกษตรวิสัย,50,500,339,55,8/11/2018 19:09,0,0,TX
23116,Waldo Stamm Jr.,50000,890,854322931,22,ท่าเสา,30,300,246,45,9/12/2018 19:36,0,0,OK
23117,Claudia Daugherty,20000,390,842392066,8,แม่ระกา,10,100,660,49,8/8/2018 03:35,0,560,TX
23118,Ezra Batz II,20000,390,886098846,4,ชัยพร,10,100,733,19,2/4/2018 09:30,0,633,OK
23119,Tobin Veum DVM,20000,1090,890587853,44,ป่าบง,50,500,627,37,28/2/2018 03:30,0,127,OK
23120,Wilfrid Wiza,12000,890,891268975,36,ห้วยปริก,30,300,275,17,15/4/2018 04:54,6,0,OK
23121,Nola Casper,20000,890,830372712,15,หนองฮี,30,300,506,48,1/2/2019 22:10,0,206,TX
23122,Miss Daisha Murphy,12000,590,847551788,37,คำใหญ่,20,200,9,16,25/9/2018 23:25,17,0,OK
23123,Mr. Makenna Satterfield V,20000,590,850796051,32,อุ่มเม่า,20,200,67,31,2/7/2018 18:21,12,0,TA
23124,Haley Prohaska,30000,590,857256117,31,มะม่วงสองต้น,20,200,381,34,4/6/2018 02:38,11,181,OK
23125,Marjory Osinski,18000,390,847338072,28,โจดหนองแก,10,100,401,22,21/10/2018 16:42,18,301,OK
23126,Amelia Schmidt,18000,890,859776032,37,พระครู,30,300,490,21,16/11/2018 17:15,7,190,TX
23127,Prof. Melba Lockman II,20000,1090,855767534,48,โชคชัย,50,500,160,22,25/4/2018 07:01,0,0,TX
23128,Jamie Denesik DVM,20000,390,820213999,21,นาด่าน,10,100,295,51,11/2/2018 13:24,11,195,TA
23129,Kody Kerluke,20000,390,854488935,24,บ้านแลง,10,100,454,23,8/10/2018 00:27,14,354,OK
23130,Jessie Powlowski,18000,890,895613532,24,ป่าแป๋,30,300,603,26,29/10/2018 16:50,0,303,TX
23131,Ms. Nettie Tromp,50000,890,814352790,3,วัดแค,30,300,644,47,2/10/2018 23:30,0,344,TX
23132,Dr. Wyman Frami IV,50000,1090,851290340,22,ตาเป๊ก,50,500,271,55,8/2/2019 00:12,0,0,TX
23133,Simeon Leannon,12000,590,831771665,13,แม่อิง,20,200,581,27,19/11/2018 22:26,0,381,TX
23134,Emiliano Yost,18000,390,815613796,2,เข็กน้อย,10,100,428,17,15/3/2018 07:38,0,328,TX
